ccd92931-b59c-4077-b70d-8bc8db06d871,Necip Mirkelamoğlu,,1922,"Urfa, Birecik",4
f3e27ef1-f4b5-486f-a0a7-8f812d2a3420,Ayşe Taş,,,,
edc19ca1-5ff3-4c7c-8697-d091af8c91ef,Hasip Dede,,,,
0797d1e6-638e-4da5-8fc6-ad442fcbcedf,Buhurizade Mustafa Itri Efendi,,,,1
039679c2-d725-4105-90f4-91b568fec6e9,Bahri Güngördü,,,,
a18f7c1f-337f-4f5d-ba97-b29c43197eca,Hüseyin Mayadağ,,1915,,4
f3f1c380-b9e2-4cfe-8323-0d162d8c6752,Eliz Avaroğlu,,,,
9529b28f-52d7-4784-954a-b58fdacb3347,Rıza Polat Akkoyunlu,,,,
91643742-9dd8-4aaf-a643-25f60336e1e9,Uğur Onuk,,,,
5d91f2d7-f64f-4763-87df-4033f7491f06,Sadettin Heper,,,,3
18beb8d2-6197-4a60-adaf-66bdeca15132,Fatma Nihal Erkutun,,,,
d83c933d-6dbd-43ec-97b6-ea8419f7d326,Hafız Şeyda Efendi,,,,
b5641914-96a5-4a19-8882-2f2bfaf600dc,Ziya Özbekkan,,,,
46f3fd59-01d7-4769-8e06-2247a271cb3f,Bedri Noyan,,,,
6b1d97be-c54b-4289-9198-a76aa1308165,Fadime Göymen,,,,
118c2fc9-00fe-4206-9ae5-cf8d07de3c99,Necmettin Halil Onan,,,,
8a6ab24f-6849-40b7-92fa-03d23280e014,Ümit Atalay,,,,
d1d73917-2f22-448e-a795-993b3c6891f3,Fatih Salgar,,,,
f251a68e-27c5-4560-81f1-f3493644b469,Gültekin Çeki,,1927,Antalya,4
1e42b1b4-f389-46fe-b6b7-1b4a731ade16,Nihat Adlim,,,,4
3c555d1c-e392-4bd5-abf2-a638a9712f03,Ahmet Kaya,,,,
7bdbf877-378a-4223-92a8-8100696bc103,Hafız Memduh,,,,
0e927c24-2d86-490d-be39-d10c97841c23,Erdoğan Yıldızel,,,,4
9bc302f5-50f9-4c22-adf3-528874959ad0,Nevres-i Cedid (Osman Nevres),,,,
d07da484-3ddd-4d40-9dc7-d2dfae537bc8,Arif Sami Toker,,,,
18a7fb64-7bfa-434e-8673-b25d88a934e3,Kamuran Yarkın,,28-1-1938,"İstanbul, Fatih",4
07ffc32a-830b-40bf-a5db-c164c65c66f3,Emre Erdal,,,,
46aa52e6-976b-4d4b-bdbb-cc7c2f090d5f,Hakan Özmutlu,,,,
b411ffc2-e054-4d2c-85a3-adfa8f57e944,Corci,"Greece, Turkey",,,
